t,distance_parcourue_m,vitesse_kmh,niveau,n_agents_percus,obstacle_statique_m,recommandation
3.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.00,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.05,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.10,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.15,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.20,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.50,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.55,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.60,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.65,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.70,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.75,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
4.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
4.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.00,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.05,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.10,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.15,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.20,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.25,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.30,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
5.65,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.70,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.75,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.80,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.85,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.90,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
5.95,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
6.00,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
6.05,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
6.10,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
6.15,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
6.20,3.9,0.0,SAFE,1,,SAFE : Arrêt au feu rouge
6.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.05,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.10,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.15,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.20,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.25,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.30,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.35,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.40,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.45,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.50,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.55,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.60,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.65,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.70,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.75,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.80,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.85,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.90,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.95,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.00,3.9,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.05,3.9,0.0,SAFE,0,,Voie libre
15.10,3.9,0.0,SAFE,0,,Voie libre
15.15,3.9,0.0,SAFE,0,,Voie libre
15.20,3.9,0.0,SAFE,0,,Voie libre
15.25,3.9,0.6,SAFE,0,,Voie libre
15.30,4.0,0.9,SAFE,0,,Voie libre
15.35,4.0,1.4,SAFE,0,,Voie libre
15.40,4.0,2.0,SAFE,0,,Voie libre
15.45,4.0,2.5,SAFE,0,,Voie libre
15.50,4.1,2.8,SAFE,0,,Voie libre
15.55,4.1,3.6,SAFE,0,,Voie libre
15.60,4.2,3.9,SAFE,0,,Voie libre
15.65,4.2,4.7,SAFE,0,,Voie libre
15.70,4.3,5.1,SAFE,0,,Voie libre
15.75,4.4,5.9,SAFE,0,,Voie libre
15.80,4.5,6.2,SAFE,0,,Voie libre
15.85,4.6,7.0,SAFE,0,,Voie libre
15.90,4.7,7.4,SAFE,0,,Voie libre
15.95,4.8,8.1,SAFE,0,,Voie libre
16.00,4.9,8.4,SAFE,0,,Voie libre
16.05,5.0,9.1,SAFE,0,,Voie libre
16.10,5.1,9.5,SAFE,0,,Voie libre
16.15,5.3,9.9,SAFE,0,,Voie libre
16.20,5.4,10.4,SAFE,0,,Voie libre
16.25,5.6,10.9,SAFE,0,,Voie libre
16.30,5.7,11.3,SAFE,0,,Voie libre
16.35,5.9,11.8,SAFE,0,,Voie libre
16.40,6.0,12.3,SAFE,0,,Voie libre
16.45,6.2,12.7,SAFE,0,,Voie libre
16.50,6.4,13.2,SAFE,0,,Voie libre
16.55,6.6,13.6,SAFE,0,,Voie libre
16.60,6.8,14.0,SAFE,0,,Voie libre
16.65,7.0,14.4,SAFE,0,,Voie libre
16.70,7.2,14.7,SAFE,0,,Voie libre
16.75,7.4,15.0,SAFE,0,,Voie libre
16.80,7.6,15.3,SAFE,0,,Voie libre
16.85,7.8,15.6,SAFE,0,,Voie libre
16.90,8.0,15.9,SAFE,0,,Voie libre
16.95,8.2,16.1,SAFE,0,,Voie libre
17.00,8.5,16.3,CRITICAL,1,,FREINEZ de 16 km/h  (16 -> 0 km/h)
17.05,8.7,16.4,CRITICAL,1,,FREINEZ de 16 km/h  (16 -> 0 km/h)
17.10,8.9,16.0,CRITICAL,1,,FREINEZ de 16 km/h  (16 -> 0 km/h)
17.15,9.1,15.4,CRITICAL,1,,FREINEZ de 15 km/h  (15 -> 0 km/h)
17.20,9.4,14.7,CRITICAL,1,,FREINEZ de 15 km/h  (15 -> 0 km/h)
17.25,9.5,13.9,CRITICAL,1,,FREINEZ de 14 km/h  (14 -> 0 km/h)
17.30,9.7,13.1,CRITICAL,1,,FREINEZ de 13 km/h  (13 -> 0 km/h)
17.35,9.9,12.4,CRITICAL,1,,FREINEZ de 12 km/h  (12 -> 0 km/h)
17.40,10.1,11.6,CRITICAL,1,,FREINEZ de 12 km/h  (12 -> 0 km/h)
17.45,10.2,10.8,CRITICAL,1,,FREINEZ de 10 km/h  (11 -> 0 km/h)
17.50,10.4,10.1,CRITICAL,1,,FREINEZ de 10 km/h  (10 -> 0 km/h)
17.55,10.5,9.3,CRITICAL,1,,FREINEZ de 9 km/h  (9 -> 0 km/h)
17.60,10.6,8.6,CRITICAL,1,,FREINEZ de 8 km/h  (9 -> 0 km/h)
17.65,10.7,7.9,CRITICAL,1,,FREINEZ de 8 km/h  (8 -> 0 km/h)
17.70,10.8,5.1,CRITICAL,1,,FREINEZ de 5 km/h  (5 -> 0 km/h)
17.75,10.9,0.6,CRITICAL,1,,Vigilance — situation à la limite
17.80,10.9,0.0,SAFE,1,,Situation maîtrisée
17.85,10.9,0.0,SAFE,0,,Voie libre
17.90,10.9,0.0,SAFE,0,,Voie libre
17.95,10.9,0.6,SAFE,0,,Voie libre
18.00,10.9,0.9,SAFE,0,,Voie libre
18.05,10.9,1.2,SAFE,0,,Voie libre
18.10,10.9,2.0,SAFE,0,,Voie libre
18.15,11.0,2.5,SAFE,0,,Voie libre
18.20,11.0,3.0,SAFE,0,,Voie libre
18.25,11.0,3.4,SAFE,0,,Voie libre
18.30,11.1,4.1,SAFE,0,,Voie libre
18.35,11.2,4.5,SAFE,0,,Voie libre
18.40,11.2,5.3,SAFE,0,,Voie libre
18.45,11.3,5.7,SAFE,0,,Voie libre
18.50,11.4,6.4,SAFE,0,,Voie libre
18.55,11.5,6.8,SAFE,0,,Voie libre
18.60,11.6,7.5,SAFE,0,,Voie libre
18.65,11.7,7.9,SAFE,0,,Voie libre
18.70,11.8,8.6,SAFE,0,,Voie libre
18.75,11.9,9.0,SAFE,0,,Voie libre
18.80,12.1,9.5,SAFE,0,,Voie libre
18.85,12.2,9.9,SAFE,0,,Voie libre
18.90,12.3,10.4,SAFE,0,,Voie libre
18.95,12.5,10.9,SAFE,0,,Voie libre
19.00,12.6,11.4,SAFE,0,,Voie libre
19.05,12.8,11.8,SAFE,0,,Voie libre
19.10,13.0,12.3,SAFE,0,,Voie libre
19.15,13.1,12.8,SAFE,0,,Voie libre
19.20,13.3,13.2,SAFE,0,,Voie libre
19.25,13.5,13.6,SAFE,0,,Voie libre
19.30,13.7,14.1,SAFE,0,,Voie libre
19.35,13.9,14.5,SAFE,0,,Voie libre
19.40,14.1,14.8,SAFE,0,,Voie libre
19.45,14.3,15.2,SAFE,0,,Voie libre
19.50,14.5,15.5,SAFE,0,,Voie libre
19.55,14.7,15.8,SAFE,0,,Voie libre
19.60,15.0,16.0,SAFE,0,,Voie libre
19.65,15.2,16.3,SAFE,0,,Voie libre
19.70,15.4,16.5,SAFE,0,,Voie libre
19.75,15.6,16.7,SAFE,0,,Voie libre
19.80,15.9,16.9,SAFE,0,,Voie libre
19.85,16.1,17.1,SAFE,0,,Voie libre
19.90,16.3,17.3,SAFE,0,,Voie libre
19.95,16.6,17.4,SAFE,0,,Voie libre
20.00,16.8,17.6,SAFE,0,,Voie libre
20.05,17.1,17.8,SAFE,0,,Voie libre
20.10,17.3,17.9,SAFE,0,,Voie libre
20.15,17.6,18.0,SAFE,0,,Voie libre
20.20,17.8,18.2,SAFE,0,,Voie libre
20.25,18.1,18.1,SAFE,0,,Voie libre
20.30,18.3,17.9,SAFE,0,,Voie libre
