t,distance_parcourue_m,vitesse_kmh,niveau,n_agents_percus,obstacle_statique_m,recommandation
4.70,18.2,14.7,SAFE,1,,Situation maîtrisée
4.75,18.4,15.0,SAFE,1,,Situation maîtrisée
4.80,18.6,15.2,SAFE,1,,Situation maîtrisée
4.85,18.8,15.5,SAFE,1,,Situation maîtrisée
4.90,19.0,15.8,SAFE,1,,Situation maîtrisée
4.95,19.3,16.0,SAFE,1,,Situation maîtrisée
5.00,19.5,16.2,SAFE,1,,Situation maîtrisée
5.05,19.7,16.5,SAFE,1,,Situation maîtrisée
5.10,20.0,16.7,SAFE,1,,Situation maîtrisée
5.15,20.2,16.9,SAFE,1,,Situation maîtrisée
5.20,20.4,17.0,SAFE,1,,Situation maîtrisée
5.25,20.7,17.2,SAFE,1,,Situation maîtrisée
5.30,20.9,17.4,SAFE,1,,Situation maîtrisée
5.35,21.1,17.5,SAFE,1,,Situation maîtrisée
5.40,21.4,17.7,SAFE,1,,Situation maîtrisée
5.45,21.6,17.8,SAFE,1,,Situation maîtrisée
5.50,21.9,17.9,SAFE,1,,Situation maîtrisée
5.55,22.1,18.0,SAFE,1,,Situation maîtrisée
5.60,22.4,18.1,SAFE,1,,Situation maîtrisée
5.65,22.6,18.1,SAFE,1,,Situation maîtrisée
5.70,22.9,18.1,SAFE,1,,Situation maîtrisée
5.75,23.1,17.9,SAFE,1,,Situation maîtrisée
5.80,23.4,18.0,SAFE,1,,Situation maîtrisée
5.85,23.6,18.2,SAFE,1,,Situation maîtrisée
5.90,23.9,18.0,SAFE,1,,Situation maîtrisée
5.95,24.1,17.9,SAFE,1,,Situation maîtrisée
6.00,24.4,18.1,CRITICAL,1,,Vigilance — situation à la limite
6.05,24.6,18.0,CRITICAL,1,,Vigilance — situation à la limite
6.10,24.9,17.3,CRITICAL,1,,Vigilance — situation à la limite
6.15,25.1,16.0,SAFE,1,,Situation maîtrisée
6.20,25.3,14.7,SAFE,1,,Situation maîtrisée
6.25,25.5,13.8,SAFE,1,,Situation maîtrisée
6.30,25.7,14.1,SAFE,1,,Situation maîtrisée
6.35,25.9,14.3,SAFE,1,,Situation maîtrisée
6.40,26.1,14.6,SAFE,1,,Situation maîtrisée
6.45,26.3,14.9,SAFE,1,,Situation maîtrisée
6.50,26.5,15.2,SAFE,1,,Situation maîtrisée
6.55,26.8,15.5,SAFE,1,,Situation maîtrisée
6.60,27.0,15.7,SAFE,1,,Situation maîtrisée
6.65,27.2,16.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.70,27.4,16.0,SAFE,0,,SAFE : Arrêt au feu rouge
6.75,27.6,15.7,SAFE,0,,SAFE : Arrêt au feu rouge
6.80,27.8,15.1,SAFE,0,,SAFE : Arrêt au feu rouge
6.85,28.0,14.3,SAFE,0,,SAFE : Arrêt au feu rouge
6.90,28.2,13.5,SAFE,0,,SAFE : Arrêt au feu rouge
6.95,28.4,12.7,SAFE,0,,SAFE : Arrêt au feu rouge
7.00,28.6,11.9,SAFE,0,,SAFE : Arrêt au feu rouge
7.05,28.7,11.1,SAFE,0,,SAFE : Arrêt au feu rouge
7.10,28.9,10.3,SAFE,0,,SAFE : Arrêt au feu rouge
7.15,29.0,9.5,SAFE,0,,SAFE : Arrêt au feu rouge
7.20,29.2,8.7,SAFE,0,,SAFE : Arrêt au feu rouge
7.25,29.3,7.9,SAFE,0,,SAFE : Arrêt au feu rouge
7.30,29.4,4.3,SAFE,0,,SAFE : Arrêt au feu rouge
7.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
7.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
8.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
9.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
10.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
11.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
12.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
13.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
14.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
15.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
16.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
17.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
18.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.35,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.40,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.45,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.50,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.55,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.60,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.65,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.70,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.75,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.80,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.85,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.90,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
19.95,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.00,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.05,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.10,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.15,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.20,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.25,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
20.30,29.4,0.0,SAFE,0,,SAFE : Arrêt au feu rouge
