t,id_autre,type_autre,relation,meme_voie,distance_m,ecart_lateral_m,cap_relatif_deg,vitesse_ego_kmh,vitesse_autre_kmh,vitesse_relative_kmh,ttc_s,thw_s,drac,niveau,metrique_decisive
42.25,1252,voiture,convergente,non,28.7,-14.55,+96.7,18.9,88.2,-69.3,3.54,5.48,1.15,WATCH,PET
42.30,1252,voiture,convergente,non,29.0,-16.24,+97.8,18.6,88.2,-69.5,3.41,5.61,1.25,WATCH,PET
42.35,1252,voiture,convergente,non,29.4,-17.96,+99.0,17.3,88.2,-70.8,3.40,6.11,1.28,WATCH,PET
42.40,1252,voiture,convergente,non,29.8,-19.80,+100.6,15.2,88.2,-73.0,3.42,7.09,1.28,WATCH,PET
42.45,1252,voiture,convergente,non,30.4,-21.62,+102.3,13.0,88.2,-75.2,3.45,8.43,1.27,WATCH,PET
42.50,1252,voiture,convergente,non,31.0,-23.35,+103.7,10.6,88.2,-77.6,3.54,10.51,1.24,WATCH,PET
42.55,1252,voiture,convergente,non,31.6,-24.98,+105.0,8.3,88.2,-79.9,3.66,13.71,1.18,WATCH,PET
42.60,1252,voiture,convergente,non,32.3,-26.51,+106.0,6.0,88.2,-82.2,3.84,19.36,1.10,WATCH,PET
42.65,1252,voiture,convergente,non,33.1,-27.93,+106.8,3.4,88.2,-84.8,4.12,35.04,0.97,WATCH,PET
42.70,1252,voiture,convergente,non,33.9,-29.16,+106.9,0.0,88.2,-88.1,4.74,2907.11,0.75,SAFE,—
43.10,1326,voiture,convergente,non,35.1,-28.67,+108.1,4.7,74.0,-69.3,4.58,27.13,0.84,WATCH,PET
43.15,1326,voiture,convergente,non,35.7,-29.74,+108.3,2.1,74.0,-71.9,5.07,62.23,0.69,SAFE,—
43.25,1326,voiture,convergente,non,37.0,-31.76,+108.6,2.1,74.0,-71.9,5.19,62.72,0.69,WATCH,PET
44.95,1241,voiture,convergente,non,58.4,+16.00,+138.7,18.0,46.0,-28.1,4.00,11.69,1.83,WATCH,TTC
45.00,1241,voiture,convergente,non,57.5,+13.42,+141.1,18.1,46.5,-28.5,3.82,11.47,1.97,WATCH,TTC
45.05,1241,voiture,convergente,non,56.7,+10.92,+143.4,17.9,46.8,-28.9,3.68,11.42,2.09,WATCH,TTC
45.10,1241,voiture,convergente,non,55.9,+8.51,+145.8,17.6,47.2,-29.7,3.55,11.46,2.21,WATCH,TTC
45.15,1241,voiture,convergente,non,55.0,+6.23,+148.0,17.2,47.5,-30.3,3.45,11.53,2.31,WATCH,TTC
45.20,1241,voiture,convergente,non,54.2,+4.08,+150.1,16.8,47.9,-31.2,3.35,11.65,2.42,WATCH,TTC
45.25,1241,voiture,convergente,non,53.4,+2.07,+152.1,16.3,48.2,-31.9,3.26,11.77,2.51,WATCH,TTC
45.30,1241,voiture,convergente,non,52.6,+0.19,+153.9,15.9,48.6,-32.7,3.18,11.91,2.60,WATCH,TTC
45.35,1241,voiture,convergente,non,51.7,-1.55,+155.7,15.5,48.9,-33.4,3.10,12.05,2.68,WATCH,TTC
45.40,1241,voiture,convergente,non,50.9,-3.17,+157.3,15.0,49.3,-34.3,3.03,12.20,2.77,WATCH,TTC
45.45,1241,voiture,convergente,non,50.1,-4.66,+158.9,14.6,49.6,-35.0,2.97,12.36,2.85,WATCH,TTC
45.50,1241,voiture,convergente,non,49.3,-6.04,+160.5,14.2,50.0,-35.8,2.90,12.52,2.94,WATCH,TTC
45.55,1241,voiture,convergente,non,48.5,-7.31,+162.0,13.8,50.2,-36.5,2.84,12.69,3.01,WATCH,TTC+PET+DRAC
45.60,1241,voiture,convergente,non,47.7,-8.48,+163.3,13.4,50.6,-37.3,2.78,12.86,3.09,CRITICAL,PET
45.65,1241,voiture,convergente,non,46.9,-9.55,+164.6,12.8,50.9,-38.0,2.73,13.14,3.15,CRITICAL,PET
45.70,1241,voiture,convergente,non,46.1,-10.52,+165.7,12.2,51.2,-39.0,2.68,13.59,3.20,CRITICAL,PET
45.75,1241,voiture,convergente,non,45.3,-11.39,+166.8,11.4,51.5,-40.1,2.65,14.27,3.23,SAFE,—
46.75,1241,voiture,voie_opposee,non,29.3,-24.48,+178.7,18.8,59.2,-40.3,1.35,5.60,8.00,WATCH,—
46.80,1241,voiture,voie_opposee,non,28.6,-24.49,+178.4,18.9,59.5,-40.5,1.31,5.43,8.29,WATCH,—
46.85,1241,voiture,voie_opposee,non,27.8,-24.49,+178.1,18.8,59.7,-40.9,1.28,5.32,8.56,WATCH,—
46.90,1241,voiture,voie_opposee,non,27.1,-24.49,+177.9,18.6,60.0,-41.4,1.24,5.24,8.80,WATCH,—
46.95,1241,voiture,voie_opposee,non,26.4,-24.50,+177.7,18.4,60.3,-42.0,1.21,5.18,9.03,WATCH,—
47.00,1241,voiture,voie_opposee,non,25.7,-24.50,+177.5,18.0,60.6,-42.6,1.18,5.14,9.25,WATCH,—
47.05,1241,voiture,voie_opposee,non,25.1,-24.50,+177.3,17.9,60.9,-42.9,1.15,5.04,9.53,WATCH,—
47.10,1241,voiture,voie_opposee,non,24.5,-24.51,+177.2,17.7,61.2,-43.4,1.12,4.98,9.77,WATCH,—
48.60,1247,voiture,convergente,non,39.8,-21.39,+178.2,25.6,66.9,-41.3,1.55,5.60,8.28,WATCH,—
48.65,1247,voiture,convergente,non,38.7,-21.34,+178.3,25.7,67.2,-41.4,1.50,5.42,8.59,WATCH,—
48.70,1247,voiture,convergente,non,37.7,-21.33,+178.5,25.6,67.5,-41.8,1.46,5.29,8.87,WATCH,—
48.75,1247,voiture,convergente,non,36.6,-21.29,+178.7,25.4,67.7,-42.3,1.42,5.20,9.13,WATCH,—
48.80,1247,voiture,convergente,non,35.6,-21.28,+178.9,25.0,68.0,-43.0,1.38,5.12,9.37,WATCH,—
48.85,1247,voiture,convergente,non,34.6,-21.24,+179.0,24.6,68.3,-43.7,1.34,5.07,9.61,WATCH,—
48.90,1247,voiture,convergente,non,33.6,-21.24,+179.2,24.1,68.5,-44.4,1.31,5.02,9.85,WATCH,—
48.95,1247,voiture,convergente,non,32.6,-21.21,+179.3,23.6,68.8,-45.2,1.27,4.99,10.08,WATCH,—
49.00,1247,voiture,voie_opposee,non,31.7,-24.51,+179.6,23.0,69.0,-46.0,1.24,4.96,10.32,WATCH,—
49.05,1247,voiture,voie_opposee,non,30.8,-24.50,+179.9,22.4,69.3,-46.8,1.21,4.93,10.55,WATCH,—
49.10,1247,voiture,voie_opposee,non,29.8,-24.49,+180.0,21.9,69.5,-47.7,1.18,4.92,10.79,WATCH,—
49.15,1247,voiture,voie_opposee,non,29.0,-24.48,+179.9,21.3,69.8,-48.5,1.15,4.90,11.04,WATCH,—
49.20,1247,voiture,voie_opposee,non,28.1,-24.46,+180.0,20.7,70.0,-49.3,1.12,4.89,11.29,WATCH,—
49.25,1247,voiture,voie_opposee,non,27.3,-24.45,+179.9,20.1,70.3,-50.1,1.09,4.89,11.54,WATCH,—
49.30,1247,voiture,voie_opposee,non,26.5,-24.45,+179.8,19.6,70.5,-50.9,1.06,4.89,11.79,WATCH,—
49.35,1247,voiture,voie_opposee,non,25.8,-24.44,+179.8,19.0,70.7,-51.7,1.04,4.89,12.04,WATCH,—
49.40,1247,voiture,voie_opposee,non,25.1,-24.44,+179.7,18.4,71.0,-52.5,1.01,4.90,12.28,WATCH,—
49.45,1247,voiture,voie_opposee,non,24.5,-24.44,+179.7,16.7,71.2,-54.5,1.00,5.27,12.19,WATCH,—
53.55,1297,voiture,convergente,non,59.9,-15.81,+146.7,29.9,88.0,-58.1,2.09,7.22,6.89,DANGER,DRAC
53.60,1297,voiture,convergente,non,58.7,-16.59,+147.3,29.9,88.0,-58.1,2.03,7.08,7.09,DANGER,PET+DRAC
53.65,1297,voiture,convergente,non,57.5,-17.37,+148.0,29.4,88.0,-58.6,1.99,7.03,7.27,DANGER,TTC+PET+DRAC
53.70,1297,voiture,convergente,non,56.3,-18.13,+149.0,29.0,88.0,-59.1,1.94,7.00,7.47,CRITICAL,PET
53.75,1297,voiture,convergente,non,55.1,-18.88,+150.3,28.2,88.0,-59.8,1.90,7.04,7.67,CRITICAL,PET
53.80,1297,voiture,convergente,non,54.0,-19.61,+151.8,27.5,88.0,-60.5,1.85,7.08,7.88,CRITICAL,PET
53.85,1297,voiture,convergente,non,52.8,-20.30,+153.4,26.5,87.9,-61.5,1.81,7.18,8.07,CRITICAL,PET+DRAC
53.90,1297,voiture,convergente,non,51.7,-20.97,+155.2,25.7,87.8,-62.2,1.77,7.25,8.28,WATCH,—
53.95,1297,voiture,convergente,non,50.6,-21.61,+157.0,24.7,87.7,-63.0,1.73,7.38,8.47,WATCH,—
54.00,1297,voiture,convergente,non,49.6,-22.22,+158.9,24.1,87.6,-63.6,1.69,7.42,8.71,WATCH,—
54.05,1297,voiture,convergente,non,48.5,-22.80,+160.7,23.3,87.5,-64.2,1.65,7.50,8.92,WATCH,—
54.10,1297,voiture,convergente,non,47.5,-23.34,+162.6,22.7,87.4,-64.7,1.61,7.53,9.15,WATCH,—
54.15,1297,voiture,convergente,non,46.5,-23.85,+164.5,22.0,87.3,-65.3,1.58,7.61,9.34,WATCH,—
54.20,1297,voiture,convergente,non,45.5,-24.33,+166.3,21.4,87.2,-65.7,1.54,7.63,9.56,WATCH,—
54.25,1297,voiture,convergente,non,44.5,-24.77,+168.0,20.7,87.1,-66.3,1.51,7.72,9.73,WATCH,—
54.30,1297,voiture,convergente,non,43.5,-25.18,+169.7,20.2,87.0,-66.7,1.48,7.74,9.93,WATCH,—
54.35,1297,voiture,convergente,non,42.5,-25.55,+171.3,19.5,86.9,-67.4,1.45,7.84,10.09,WATCH,—
54.40,1297,voiture,convergente,non,41.6,-25.90,+172.7,19.1,86.9,-67.9,1.42,7.85,10.29,WATCH,—
54.45,1297,voiture,convergente,non,40.6,-26.26,+174.2,17.2,86.9,-69.8,1.41,8.52,10.20,WATCH,—
54.50,1297,voiture,convergente,non,39.7,-26.60,+175.5,12.3,86.9,-74.6,1.44,11.59,9.52,WATCH,—
54.55,1297,voiture,convergente,non,38.9,-26.86,+176.7,7.5,87.0,-79.5,1.48,18.66,8.83,WATCH,—
54.60,1297,voiture,convergente,non,38.1,-27.06,+177.7,2.7,87.1,-84.4,1.53,50.50,8.15,WATCH,—
54.65,1297,voiture,convergente,non,37.4,-27.21,+178.4,0.0,87.2,-87.2,1.54,84368.57,7.84,SAFE,—
54.70,1297,voiture,convergente,non,36.7,-27.35,+179.1,0.6,87.3,-86.7,1.50,207.76,8.13,WATCH,—
54.75,1297,voiture,convergente,non,36.0,-27.46,+179.6,0.0,87.4,-87.4,1.48,51463.15,8.19,WATCH,—
54.80,1297,voiture,convergente,non,35.3,-27.56,+180.0,0.0,87.5,-87.5,1.45,57848.01,8.38,WATCH,—
54.85,1297,voiture,convergente,non,34.6,-27.64,+179.7,0.0,87.7,-87.6,1.42,71377.37,8.57,WATCH,—
54.90,1297,voiture,convergente,non,33.9,-27.70,+179.5,0.0,87.8,-87.8,1.39,91865.94,8.76,WATCH,—
54.95,1297,voiture,convergente,non,33.3,-27.76,+179.5,0.0,87.9,-87.9,1.36,121162.52,8.95,WATCH,—
55.00,1297,voiture,convergente,non,32.7,-27.80,+179.4,0.0,87.9,-87.9,1.34,162574.39,9.13,WATCH,—
55.25,1238,voiture,convergente,non,59.8,-18.43,+161.9,0.9,80.6,-79.7,2.78,243.48,3.87,CRITICAL,PET
55.30,1238,voiture,convergente,non,58.9,-18.80,+162.2,0.0,80.7,-80.7,2.76,970756.45,3.87,CRITICAL,PET
55.35,1238,voiture,convergente,non,58.0,-19.16,+162.6,0.0,80.8,-80.8,2.71,5817357.21,3.95,CRITICAL,PET
55.40,1238,voiture,convergente,non,57.1,-19.52,+163.0,0.0,81.0,-81.0,2.66,3712018.85,4.05,WATCH,TTC+DRAC
55.45,1238,voiture,convergente,non,56.3,-19.87,+163.4,0.0,81.1,-81.1,2.61,3434029.59,4.14,SAFE,—
56.05,1260,voiture,convergente,non,41.8,-28.89,+170.9,6.2,89.6,-83.4,1.59,24.40,8.26,WATCH,—
56.10,1260,voiture,convergente,non,41.0,-29.13,+171.3,6.9,90.1,-83.2,1.54,21.42,8.65,WATCH,—
56.15,1260,voiture,convergente,non,40.3,-29.36,+171.8,6.9,90.5,-83.6,1.50,21.08,8.91,WATCH,—
56.20,1260,voiture,convergente,non,39.5,-29.58,+172.2,7.1,90.9,-83.9,1.46,20.14,9.22,WATCH,—
56.25,1260,voiture,convergente,non,38.8,-29.79,+172.7,6.7,91.4,-84.7,1.43,20.89,9.42,WATCH,—
56.30,1260,voiture,convergente,non,38.1,-29.99,+173.1,6.7,91.8,-85.1,1.40,20.45,9.70,WATCH,—
56.35,1260,voiture,convergente,non,37.4,-30.19,+173.6,6.2,92.3,-86.1,1.38,21.70,9.88,WATCH,—
56.40,1260,voiture,convergente,non,36.8,-30.37,+174.0,6.2,92.6,-86.4,1.35,21.40,10.13,WATCH,—
56.45,1260,voiture,convergente,non,36.2,-30.54,+174.5,5.6,92.7,-87.1,1.33,23.06,10.23,WATCH,—
56.50,1260,voiture,convergente,non,35.6,-30.72,+175.1,4.5,92.8,-88.2,1.32,28.23,10.20,WATCH,—
56.75,1238,voiture,convergente,non,34.8,-26.82,+173.6,1.9,83.7,-81.8,1.47,67.39,8.02,WATCH,—
56.80,1238,voiture,convergente,non,34.2,-26.97,+174.0,0.0,83.8,-83.8,1.48,441771.92,7.84,SAFE,—
56.85,1238,voiture,convergente,non,33.6,-27.12,+174.3,0.6,83.9,-83.2,1.44,194.39,8.12,WATCH,—
56.90,1238,voiture,convergente,non,33.0,-27.26,+174.7,0.0,83.8,-83.8,1.43,684223.52,8.14,WATCH,—
56.95,1238,voiture,convergente,non,32.5,-27.39,+175.1,0.0,83.7,-83.7,1.40,503453.49,8.26,WATCH,—
57.00,1238,voiture,convergente,non,32.0,-27.51,+175.5,0.0,83.6,-83.6,1.38,549338.78,8.38,WATCH,—
57.05,1291,voiture,convergente,non,59.6,-22.59,+159.0,0.0,72.0,-72.0,3.19,1269609.47,2.92,CRITICAL,PET
57.10,1291,voiture,convergente,non,58.9,-22.95,+159.1,0.0,72.3,-72.3,3.14,1628385.65,2.99,CRITICAL,PET
57.15,1291,voiture,convergente,non,58.2,-23.31,+159.1,0.0,72.7,-72.7,3.08,2133756.75,3.06,WATCH,TTC+DRAC
57.20,1291,voiture,convergente,non,57.5,-23.68,+159.1,0.0,73.0,-73.0,3.03,2826564.59,3.13,WATCH,TTC+DRAC
57.25,1291,voiture,convergente,non,56.8,-24.04,+159.2,0.0,73.4,-73.4,2.98,3745357.62,3.20,SAFE,—
57.55,1265,voiture,convergente,non,59.8,-9.85,+159.3,2.0,82.9,-80.9,2.70,106.74,4.08,WATCH,TTC+DRAC
57.60,1265,voiture,convergente,non,58.8,-10.27,+159.7,0.0,82.9,-82.9,2.72,123772.73,3.97,WATCH,TTC+DRAC
57.65,1265,voiture,convergente,non,57.8,-10.68,+160.1,0.0,82.9,-82.9,2.67,820876.02,4.06,WATCH,TTC+DRAC
57.70,1265,voiture,convergente,non,56.8,-11.08,+160.5,0.0,82.9,-82.9,2.62,8970467.87,4.15,WATCH,TTC+DRAC
57.75,1265,voiture,convergente,non,55.8,-11.48,+161.0,0.0,82.9,-82.9,2.56,2398774.35,4.24,WATCH,TTC+DRAC
57.80,1265,voiture,convergente,non,54.8,-11.86,+161.5,0.0,82.9,-82.9,2.51,2239207.63,4.34,WATCH,TTC+DRAC
57.85,1265,voiture,convergente,non,53.9,-12.24,+161.9,0.0,82.9,-82.9,2.46,2594015.94,4.45,WATCH,TTC+DRAC
57.90,1265,voiture,convergente,non,52.9,-12.61,+162.4,0.0,82.9,-82.9,2.41,3226325.65,4.55,WATCH,TTC+DRAC
57.95,1265,voiture,convergente,non,51.9,-12.97,+162.8,0.0,82.9,-82.9,2.36,4169790.29,4.66,CRITICAL,PET
58.00,1265,voiture,convergente,non,50.9,-13.32,+163.2,0.0,82.9,-82.9,2.31,,4.77,WATCH,TTC+DRAC
58.05,1265,voiture,convergente,non,50.0,-13.67,+163.6,0.0,82.9,-82.9,2.26,8677510.71,4.88,CRITICAL,PET
58.10,1265,voiture,convergente,non,49.0,-14.00,+164.1,0.0,82.9,-82.9,2.21,8579337.76,5.00,CRITICAL,PET
58.15,1265,voiture,convergente,non,48.1,-14.33,+164.4,0.0,82.9,-82.9,2.17,10016805.98,5.12,CRITICAL,PET
58.20,1265,voiture,convergente,non,47.1,-14.65,+164.9,0.0,82.9,-82.9,2.12,12502115.21,5.24,WATCH,TTC+DRAC
58.25,1265,voiture,convergente,non,46.1,-14.96,+165.3,0.0,82.9,-82.9,2.07,16526739.93,5.37,SAFE,—
58.80,1265,voiture,convergente,non,35.8,-17.91,+169.6,5.1,82.9,-77.8,1.49,25.29,8.08,WATCH,—
58.85,1265,voiture,convergente,non,34.9,-18.08,+169.8,3.3,82.9,-79.6,1.48,38.55,7.95,SAFE,—
58.95,1265,voiture,convergente,non,33.2,-18.50,+170.6,2.8,82.9,-80.1,1.41,42.73,8.31,WATCH,—
59.00,1265,voiture,convergente,non,32.4,-18.69,+171.0,0.0,82.9,-82.9,1.42,64889.09,7.99,SAFE,—
59.05,1265,voiture,convergente,non,31.5,-18.88,+171.4,0.6,82.9,-82.3,1.38,190.70,8.33,WATCH,—
59.10,1265,voiture,convergente,non,30.8,-19.07,+171.8,0.0,82.9,-82.9,1.35,582066.97,8.44,WATCH,—
59.15,1265,voiture,convergente,non,30.0,-19.24,+172.2,0.0,82.9,-82.9,1.31,344523.01,8.67,WATCH,—
59.20,1265,voiture,convergente,non,29.2,-19.41,+172.6,0.0,82.9,-82.9,1.28,358071.87,8.92,WATCH,—
59.25,1265,voiture,convergente,non,28.5,-19.57,+173.0,0.0,82.9,-82.9,1.25,427390.40,9.16,WATCH,—
59.30,1265,voiture,convergente,non,27.8,-19.72,+173.4,0.0,82.9,-82.9,1.21,538049.60,9.41,WATCH,—
59.35,1265,voiture,convergente,non,27.1,-19.86,+173.7,0.0,82.9,-82.9,1.18,693453.48,9.66,WATCH,—
59.40,1265,voiture,convergente,non,26.4,-20.00,+174.1,0.0,82.9,-82.9,1.15,903132.22,9.92,WATCH,—
59.45,1265,voiture,convergente,non,25.8,-20.13,+174.5,0.0,82.9,-82.9,1.13,1183174.12,10.18,WATCH,—
59.50,1265,voiture,convergente,non,25.2,-20.25,+174.9,0.0,82.9,-82.9,1.10,2939784.33,10.44,WATCH,—
59.55,1265,voiture,convergente,non,24.6,-20.36,+175.3,0.0,82.9,-82.9,1.07,2140835.15,10.69,WATCH,—
59.60,1265,voiture,convergente,non,24.1,-20.46,+175.8,0.0,82.9,-82.9,1.05,2319264.51,10.94,WATCH,—
59.95,1268,voiture,convergente,non,60.0,-17.84,+161.3,1.9,100.7,-98.9,2.22,116.03,6.08,CRITICAL,PET
60.00,1268,voiture,convergente,non,58.9,-18.31,+161.7,0.0,100.7,-100.7,2.22,241316.63,6.00,CRITICAL,PET
60.05,1268,voiture,convergente,non,57.8,-18.77,+162.2,0.0,100.7,-100.7,2.17,1123176.96,6.14,CRITICAL,PET
60.10,1268,voiture,convergente,non,56.7,-19.22,+162.7,0.0,100.7,-100.7,2.12,6820687.81,6.30,DANGER,DRAC
60.15,1268,voiture,convergente,non,55.6,-19.66,+163.2,0.0,100.7,-100.7,2.07,2724528.66,6.45,SAFE,—
60.45,1242,voiture,convergente,non,59.4,-13.79,+160.1,2.1,87.2,-85.1,2.55,102.23,4.59,WATCH,TTC+DRAC
60.50,1242,voiture,convergente,non,58.4,-14.20,+160.5,0.0,87.2,-87.2,2.56,130872.43,4.46,WATCH,TTC+DRAC
60.50,1272,camion,convergente,non,59.9,-22.22,+159.0,0.0,72.8,-72.8,3.17,134140.45,2.98,CRITICAL,PET
60.55,1242,voiture,convergente,non,57.4,-14.61,+160.9,0.0,87.2,-87.2,2.51,886043.16,4.56,WATCH,TTC+DRAC
60.55,1272,camion,convergente,non,59.1,-22.58,+159.0,0.0,72.5,-72.5,3.15,912615.39,2.99,CRITICAL,PET
60.60,1268,voiture,convergente,non,46.0,-23.12,+167.4,0.0,100.7,-100.7,1.69,4084792.67,8.09,WATCH,—
60.60,1242,voiture,convergente,non,56.4,-15.02,+161.4,0.0,87.2,-87.2,2.46,5005555.56,4.67,WATCH,TTC+DRAC
