t,distance_parcourue_m,vitesse_kmh,niveau,n_agents_percus,obstacle_statique_m,recommandation
9.85,13.4,18.0,SAFE,2,,Situation maîtrisée
9.90,13.6,18.6,SAFE,2,,Situation maîtrisée
9.95,13.9,18.4,SAFE,2,,Situation maîtrisée
10.00,14.1,18.4,SAFE,2,,Situation maîtrisée
10.05,14.4,18.3,SAFE,2,,Situation maîtrisée
10.10,14.6,18.4,SAFE,2,,Situation maîtrisée
10.15,14.9,18.2,SAFE,2,,Situation maîtrisée
10.20,15.1,18.3,SAFE,2,,Situation maîtrisée
10.25,15.4,18.3,SAFE,2,,Situation maîtrisée
10.30,15.6,18.4,SAFE,2,,Situation maîtrisée
10.35,15.9,18.4,SAFE,2,,Situation maîtrisée
10.40,16.2,18.6,SAFE,2,,Situation maîtrisée
10.45,16.4,18.6,SAFE,2,,Situation maîtrisée
10.50,16.7,18.8,SAFE,2,,Situation maîtrisée
10.55,16.9,18.8,SAFE,2,,Situation maîtrisée
10.60,17.2,19.1,SAFE,2,,Situation maîtrisée
10.65,17.5,19.0,SAFE,2,,Situation maîtrisée
10.70,17.7,19.1,SAFE,2,,Situation maîtrisée
10.75,18.0,19.1,SAFE,2,,Situation maîtrisée
10.80,18.3,19.2,SAFE,2,,Situation maîtrisée
10.85,18.5,19.2,SAFE,2,,Situation maîtrisée
10.90,18.8,19.4,SAFE,2,,Situation maîtrisée
10.95,19.1,19.3,SAFE,2,,Situation maîtrisée
11.00,19.3,19.5,SAFE,2,,Situation maîtrisée
11.05,19.6,19.4,SAFE,2,,Situation maîtrisée
11.10,19.9,19.5,SAFE,2,,Situation maîtrisée
11.15,20.2,19.4,SAFE,2,,Situation maîtrisée
11.20,20.4,19.5,SAFE,2,,Situation maîtrisée
11.25,20.7,19.4,SAFE,2,,Situation maîtrisée
11.30,21.0,19.5,SAFE,2,,Situation maîtrisée
11.35,21.2,19.5,SAFE,2,,Situation maîtrisée
11.40,21.5,19.6,SAFE,2,,Situation maîtrisée
11.45,21.8,19.5,SAFE,2,,Situation maîtrisée
11.50,22.1,19.5,SAFE,2,,Situation maîtrisée
11.55,22.3,19.5,SAFE,2,,Situation maîtrisée
11.60,22.6,19.6,SAFE,2,,Situation maîtrisée
11.65,22.9,19.5,SAFE,2,,Situation maîtrisée
11.70,23.1,19.5,SAFE,2,,Situation maîtrisée
11.75,23.4,19.5,SAFE,2,,Situation maîtrisée
11.80,23.7,19.5,SAFE,2,,Situation maîtrisée
11.85,24.0,19.4,SAFE,2,,Situation maîtrisée
11.90,24.2,19.5,SAFE,2,,Situation maîtrisée
11.95,24.5,19.5,SAFE,2,,Situation maîtrisée
12.00,24.8,19.5,SAFE,2,,Situation maîtrisée
12.05,25.0,19.5,SAFE,2,,Situation maîtrisée
12.10,25.3,19.5,SAFE,2,,Situation maîtrisée
12.15,25.6,19.5,SAFE,2,,Situation maîtrisée
12.20,25.8,19.6,SAFE,2,,Situation maîtrisée
12.25,26.1,19.5,SAFE,2,,Situation maîtrisée
12.30,26.4,19.6,SAFE,2,,Situation maîtrisée
12.35,26.7,19.5,SAFE,2,,Situation maîtrisée
12.40,26.9,19.6,SAFE,2,,Situation maîtrisée
12.45,27.2,19.5,SAFE,2,,Situation maîtrisée
12.50,27.5,19.6,SAFE,2,,Situation maîtrisée
12.55,27.7,19.6,SAFE,2,,Situation maîtrisée
12.60,28.0,19.7,SAFE,2,,Situation maîtrisée
12.65,28.3,19.6,SAFE,2,,Situation maîtrisée
12.70,28.6,19.7,SAFE,2,,Situation maîtrisée
12.75,28.8,19.6,SAFE,2,,Situation maîtrisée
12.80,29.1,19.7,SAFE,2,,Situation maîtrisée
12.85,29.4,19.6,SAFE,2,,Situation maîtrisée
12.90,29.7,19.7,SAFE,2,,Situation maîtrisée
12.95,29.9,19.6,SAFE,2,,Situation maîtrisée
13.00,30.2,19.7,SAFE,2,,Situation maîtrisée
13.05,30.5,19.6,SAFE,2,,Situation maîtrisée
13.10,30.7,19.7,SAFE,2,,Situation maîtrisée
13.15,31.0,19.7,SAFE,2,,Situation maîtrisée
13.20,31.3,19.7,SAFE,2,,Situation maîtrisée
13.25,31.6,19.7,SAFE,2,,Situation maîtrisée
13.30,31.8,19.8,SAFE,2,,Situation maîtrisée
13.35,32.1,19.7,SAFE,2,,Situation maîtrisée
13.40,32.4,19.8,SAFE,2,,Situation maîtrisée
13.45,32.7,19.7,SAFE,2,,Situation maîtrisée
13.50,32.9,19.8,SAFE,2,,Situation maîtrisée
13.55,33.2,19.7,SAFE,2,,Situation maîtrisée
13.60,33.5,19.8,SAFE,2,,Situation maîtrisée
13.65,33.8,19.7,SAFE,2,,Situation maîtrisée
13.70,34.0,19.8,SAFE,2,,Situation maîtrisée
13.75,34.3,19.7,SAFE,2,,Situation maîtrisée
13.80,34.6,19.8,SAFE,2,,Situation maîtrisée
13.85,34.9,19.7,SAFE,2,,Situation maîtrisée
13.90,35.1,19.8,SAFE,2,,Situation maîtrisée
13.95,35.4,19.7,SAFE,2,,Situation maîtrisée
14.00,35.7,19.8,SAFE,2,,Situation maîtrisée
14.05,36.0,19.7,SAFE,2,,Situation maîtrisée
14.10,36.2,19.8,SAFE,2,,Situation maîtrisée
14.15,36.5,19.7,SAFE,2,,Situation maîtrisée
14.20,36.8,19.8,SAFE,2,,Situation maîtrisée
14.25,37.1,19.7,SAFE,2,,Situation maîtrisée
14.30,37.3,19.8,SAFE,2,,Situation maîtrisée
14.35,37.6,19.7,SAFE,2,,Situation maîtrisée
14.40,37.9,19.8,SAFE,2,,Situation maîtrisée
14.45,38.1,19.7,SAFE,2,,Situation maîtrisée
14.50,38.4,19.8,SAFE,2,,Situation maîtrisée
14.55,38.7,19.7,SAFE,2,,Situation maîtrisée
14.60,39.0,19.8,SAFE,2,,Situation maîtrisée
14.65,39.2,19.7,SAFE,2,,Situation maîtrisée
14.70,39.5,19.8,SAFE,2,,Situation maîtrisée
14.75,39.8,19.7,SAFE,2,,Situation maîtrisée
14.80,40.1,19.8,SAFE,2,,Situation maîtrisée
14.85,40.3,19.7,SAFE,2,,Situation maîtrisée
14.90,40.6,19.8,SAFE,2,,Situation maîtrisée
14.95,40.9,19.7,SAFE,2,,Situation maîtrisée
15.00,41.2,19.8,SAFE,2,,Situation maîtrisée
15.05,41.4,19.7,SAFE,2,,Situation maîtrisée
15.10,41.7,19.8,SAFE,2,,Situation maîtrisée
15.15,42.0,19.7,SAFE,2,,Situation maîtrisée
15.20,42.3,19.8,CRITICAL,2,,FREINEZ de 20 km/h  (20 -> 0 km/h)
15.25,42.5,19.6,CRITICAL,2,,FREINEZ de 20 km/h  (20 -> 0 km/h)
15.30,42.8,19.4,CRITICAL,2,,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.35,43.1,18.9,CRITICAL,2,,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.40,43.3,14.1,CRITICAL,2,,FREINEZ de 14 km/h  (14 -> 0 km/h)
15.45,43.5,9.2,CRITICAL,2,,FREINEZ de 9 km/h  (9 -> 0 km/h)
15.50,43.5,4.4,CRITICAL,2,,FREINEZ de 4 km/h  (4 -> 0 km/h)
15.55,43.6,0.0,CRITICAL,2,,Vigilance — situation à la limite
15.60,43.6,0.0,SAFE,2,,Situation maîtrisée
15.65,43.6,0.0,CRITICAL,2,,Vigilance — situation à la limite
15.70,43.6,0.0,SAFE,2,,Situation maîtrisée
15.75,43.6,0.0,SAFE,2,,Situation maîtrisée
15.80,43.6,0.0,SAFE,2,,Situation maîtrisée
15.85,43.6,0.8,CRITICAL,2,,Vigilance — situation à la limite
15.90,43.6,0.0,SAFE,2,,Situation maîtrisée
15.95,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.00,43.6,0.0,SAFE,2,,Situation maîtrisée
16.05,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.10,43.6,0.0,SAFE,2,,Situation maîtrisée
16.15,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.20,43.6,0.0,SAFE,2,,Situation maîtrisée
16.25,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.30,43.6,0.0,SAFE,2,,Situation maîtrisée
16.35,43.6,0.3,SAFE,2,,Situation maîtrisée
16.40,43.6,0.0,SAFE,2,,Situation maîtrisée
16.45,43.6,0.5,CRITICAL,2,,Vigilance — situation à la limite
16.50,43.6,0.0,SAFE,2,,Situation maîtrisée
16.55,43.6,0.4,CRITICAL,2,,Vigilance — situation à la limite
16.60,43.6,0.0,SAFE,2,,Situation maîtrisée
16.65,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.70,43.6,0.0,SAFE,2,,Situation maîtrisée
16.75,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.80,43.6,0.0,SAFE,2,,Situation maîtrisée
16.85,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
16.90,43.6,0.0,SAFE,2,,Situation maîtrisée
16.95,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.00,43.6,0.0,SAFE,2,,Situation maîtrisée
17.05,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.10,43.6,0.0,SAFE,2,,Situation maîtrisée
17.15,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.20,43.6,0.0,SAFE,2,,Situation maîtrisée
17.25,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.30,43.6,0.0,SAFE,2,,Situation maîtrisée
17.35,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.40,43.6,0.0,SAFE,2,,Situation maîtrisée
17.45,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.50,43.6,0.0,SAFE,2,,Situation maîtrisée
17.55,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.60,43.6,0.0,SAFE,2,,Situation maîtrisée
17.65,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.70,43.6,0.0,SAFE,2,,Situation maîtrisée
17.75,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.80,43.6,0.0,SAFE,2,,Situation maîtrisée
17.85,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
17.90,43.6,0.0,SAFE,2,,Situation maîtrisée
17.95,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.00,43.6,0.0,SAFE,2,,Situation maîtrisée
18.05,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.10,43.6,0.0,SAFE,2,,Situation maîtrisée
18.15,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.20,43.6,0.0,SAFE,2,,Situation maîtrisée
18.25,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.30,43.6,0.0,SAFE,2,,Situation maîtrisée
18.35,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.40,43.6,0.0,SAFE,2,,Situation maîtrisée
18.45,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.50,43.6,0.0,SAFE,2,,Situation maîtrisée
18.55,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.60,43.6,0.0,SAFE,2,,Situation maîtrisée
18.65,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.70,43.6,0.0,SAFE,2,,Situation maîtrisée
18.75,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.80,43.6,0.0,SAFE,2,,Situation maîtrisée
18.85,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
18.90,43.6,0.0,SAFE,2,,Situation maîtrisée
18.95,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.00,43.6,0.0,SAFE,2,,Situation maîtrisée
19.05,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.10,43.6,0.0,SAFE,2,,Situation maîtrisée
19.15,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.20,43.6,0.0,SAFE,2,,Situation maîtrisée
19.25,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.30,43.6,0.0,SAFE,2,,Situation maîtrisée
19.35,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.40,43.6,0.0,SAFE,2,,Situation maîtrisée
19.45,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.50,43.6,0.0,SAFE,2,,Situation maîtrisée
19.55,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.60,43.6,0.0,SAFE,2,,Situation maîtrisée
19.65,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.70,43.6,0.0,SAFE,2,,Situation maîtrisée
19.75,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.80,43.6,0.0,SAFE,2,,Situation maîtrisée
19.85,43.6,0.3,CRITICAL,2,,Vigilance — situation à la limite
19.90,43.6,0.0,SAFE,1,,Situation maîtrisée
19.95,43.6,0.3,CRITICAL,1,,Vigilance — situation à la limite
20.00,43.6,0.0,SAFE,1,,Situation maîtrisée
20.05,43.6,0.3,CRITICAL,1,,Vigilance — situation à la limite
20.10,43.6,0.0,SAFE,1,,Situation maîtrisée
20.15,43.6,0.3,CRITICAL,1,,Vigilance — situation à la limite
20.20,43.6,0.0,SAFE,1,,Situation maîtrisée
20.25,43.6,0.3,CRITICAL,1,,Vigilance — situation à la limite
20.30,43.6,0.0,SAFE,1,,Situation maîtrisée
20.35,43.6,0.3,SAFE,1,,Situation maîtrisée
20.40,43.6,0.1,SAFE,1,,Situation maîtrisée
20.45,43.6,0.3,SAFE,1,,Situation maîtrisée
20.50,43.6,0.9,SAFE,1,,Situation maîtrisée
20.55,43.7,1.5,SAFE,1,,Situation maîtrisée
20.60,43.7,2.1,SAFE,1,,Situation maîtrisée
20.65,43.7,2.7,SAFE,1,,Situation maîtrisée
20.70,43.8,3.4,SAFE,1,,Situation maîtrisée
20.75,43.8,4.1,SAFE,1,,Situation maîtrisée
20.80,43.9,4.7,SAFE,1,,Situation maîtrisée
20.85,43.9,5.3,SAFE,1,,Situation maîtrisée
20.90,44.0,6.1,SAFE,1,,Situation maîtrisée
20.95,44.1,6.8,SAFE,1,,Situation maîtrisée
21.00,44.2,7.4,SAFE,1,,Situation maîtrisée
21.05,44.3,8.0,SAFE,1,,Situation maîtrisée
21.10,44.4,8.7,SAFE,1,,Situation maîtrisée
21.15,44.6,9.3,SAFE,1,,Situation maîtrisée
21.20,44.7,10.0,SAFE,1,,Situation maîtrisée
21.25,44.8,10.7,SAFE,1,,Situation maîtrisée
21.30,45.0,11.3,SAFE,1,,Situation maîtrisée
21.35,45.2,12.0,WATCH,1,,Vigilance — situation à la limite
21.40,45.3,12.5,WATCH,1,,Ralentissez de 1 km/h  (12 -> 11 km/h)
21.45,45.5,12.6,WATCH,1,,Ralentissez de 2 km/h  (13 -> 11 km/h)
21.50,45.7,12.5,WATCH,1,,Ralentissez de 1 km/h  (12 -> 11 km/h)
21.55,45.8,12.3,WATCH,1,,Vigilance — situation à la limite
21.60,46.0,12.0,SAFE,1,,Situation maîtrisée
21.65,46.2,11.8,SAFE,1,,Situation maîtrisée
21.70,46.3,11.8,SAFE,1,,Situation maîtrisée
21.75,46.5,12.0,SAFE,1,,Situation maîtrisée
