t,distance_parcourue_m,vitesse_kmh,niveau,n_agents_percus,obstacle_statique_m,recommandation
9.90,2.1,4.8,SAFE,2,,Situation maîtrisée
9.95,2.2,5.4,SAFE,2,,Situation maîtrisée
10.00,2.3,6.2,SAFE,2,,Situation maîtrisée
10.05,2.4,6.8,SAFE,2,,Situation maîtrisée
10.10,2.5,7.6,SAFE,2,,Situation maîtrisée
10.15,2.6,8.1,SAFE,2,,Situation maîtrisée
10.20,2.7,8.8,SAFE,2,,Situation maîtrisée
10.25,2.8,9.4,SAFE,2,,Situation maîtrisée
10.30,2.9,10.2,SAFE,2,,Situation maîtrisée
10.35,3.1,10.8,SAFE,2,,Situation maîtrisée
10.40,3.2,11.5,SAFE,2,,Situation maîtrisée
10.45,3.4,12.1,SAFE,2,,Situation maîtrisée
10.50,3.6,12.8,SAFE,2,,Situation maîtrisée
10.55,3.8,13.4,SAFE,2,,Situation maîtrisée
10.60,4.0,14.0,SAFE,2,,Situation maîtrisée
10.65,4.2,14.5,SAFE,2,,Situation maîtrisée
10.70,4.4,15.1,SAFE,2,,Situation maîtrisée
10.75,4.6,15.5,SAFE,2,,Situation maîtrisée
10.80,4.8,16.0,SAFE,2,,Situation maîtrisée
10.85,5.0,16.4,SAFE,2,,Situation maîtrisée
10.90,5.3,16.8,SAFE,2,,Situation maîtrisée
10.95,5.5,17.1,SAFE,2,,Situation maîtrisée
11.00,5.7,17.4,SAFE,2,,Situation maîtrisée
11.05,6.0,17.7,SAFE,2,,Situation maîtrisée
11.10,6.2,18.0,SAFE,2,,Situation maîtrisée
11.15,6.5,18.3,SAFE,2,,Situation maîtrisée
11.20,6.7,18.2,SAFE,2,,Situation maîtrisée
11.25,7.0,18.3,SAFE,2,,Situation maîtrisée
11.30,7.2,18.4,SAFE,2,,Situation maîtrisée
11.35,7.5,18.1,SAFE,2,,Situation maîtrisée
11.40,7.7,18.4,SAFE,2,,Situation maîtrisée
11.45,8.0,18.6,SAFE,2,,Situation maîtrisée
11.50,8.3,18.4,SAFE,2,,Situation maîtrisée
11.55,8.5,18.8,SAFE,2,,Situation maîtrisée
11.60,8.8,18.4,SAFE,2,,Situation maîtrisée
11.65,9.0,18.9,CRITICAL,3,,FREINEZ de 19 km/h  (19 -> 0 km/h)
11.70,9.3,18.6,CRITICAL,3,,FREINEZ de 19 km/h  (19 -> 0 km/h)
11.75,9.5,17.4,SAFE,3,,Situation maîtrisée
11.80,9.8,16.1,CRITICAL,3,,FREINEZ de 16 km/h  (16 -> 0 km/h)
11.85,10.0,14.8,SAFE,3,,Situation maîtrisée
11.90,10.2,13.7,SAFE,3,,Situation maîtrisée
11.95,10.4,13.9,SAFE,3,,Situation maîtrisée
12.00,10.6,14.3,SAFE,3,,Situation maîtrisée
12.05,10.8,14.7,SAFE,3,,Situation maîtrisée
12.10,11.0,15.1,SAFE,3,,Situation maîtrisée
12.15,11.2,15.5,SAFE,3,,Situation maîtrisée
12.20,11.4,16.0,SAFE,3,,Situation maîtrisée
12.25,11.6,16.4,SAFE,3,,Situation maîtrisée
12.30,11.9,16.7,SAFE,3,,Situation maîtrisée
12.35,12.1,17.1,SAFE,3,,Situation maîtrisée
12.40,12.3,17.4,SAFE,3,,Situation maîtrisée
12.45,12.6,17.7,SAFE,3,,Situation maîtrisée
12.50,12.8,18.0,CRITICAL,3,,FREINEZ de 18 km/h  (18 -> 0 km/h)
12.55,13.1,18.0,CRITICAL,3,,FREINEZ de 18 km/h  (18 -> 0 km/h)
12.60,13.3,17.7,SAFE,3,,Situation maîtrisée
12.65,13.6,17.4,SAFE,3,,Situation maîtrisée
12.70,13.8,17.4,CRITICAL,3,,FREINEZ de 17 km/h  (17 -> 0 km/h)
12.75,14.1,17.4,CRITICAL,3,,FREINEZ de 17 km/h  (17 -> 0 km/h)
12.80,14.3,17.0,CRITICAL,3,,FREINEZ de 17 km/h  (17 -> 0 km/h)
12.85,14.5,16.4,CRITICAL,3,,FREINEZ de 16 km/h  (16 -> 0 km/h)
12.90,14.7,15.6,SAFE,3,,Situation maîtrisée
12.95,15.0,15.0,SAFE,3,,Situation maîtrisée
13.00,15.2,14.9,SAFE,3,,Situation maîtrisée
13.05,15.4,15.0,SAFE,3,,Situation maîtrisée
13.10,15.6,15.3,SAFE,3,,Situation maîtrisée
13.15,15.8,15.6,SAFE,3,,Situation maîtrisée
13.20,16.0,16.0,SAFE,3,,Situation maîtrisée
13.25,16.2,16.4,SAFE,3,,Situation maîtrisée
13.30,16.5,16.7,SAFE,3,,Situation maîtrisée
13.35,16.7,17.1,SAFE,3,,Situation maîtrisée
13.40,16.9,17.4,SAFE,3,,Situation maîtrisée
13.45,17.2,17.7,SAFE,3,,Situation maîtrisée
13.50,17.4,18.0,SAFE,3,,Situation maîtrisée
13.55,17.7,18.3,SAFE,3,,Situation maîtrisée
13.60,17.9,18.0,SAFE,3,,Situation maîtrisée
13.65,18.2,18.3,SAFE,3,,Situation maîtrisée
13.70,18.5,18.0,SAFE,3,,Situation maîtrisée
13.75,18.7,18.4,SAFE,3,,Situation maîtrisée
13.80,19.0,18.2,SAFE,3,,Situation maîtrisée
13.85,19.2,18.1,SAFE,3,,Situation maîtrisée
13.90,19.5,18.0,SAFE,3,,Situation maîtrisée
13.95,19.7,18.8,SAFE,3,,Situation maîtrisée
14.00,20.0,18.5,SAFE,3,,Situation maîtrisée
14.05,20.2,18.5,SAFE,3,,Situation maîtrisée
14.10,20.5,18.3,SAFE,3,,Situation maîtrisée
14.15,20.7,18.4,SAFE,3,,Situation maîtrisée
14.20,21.0,18.3,SAFE,3,,Situation maîtrisée
14.25,21.3,18.4,SAFE,3,,Situation maîtrisée
14.30,21.5,18.4,SAFE,3,,Situation maîtrisée
14.35,21.8,18.5,SAFE,3,,Situation maîtrisée
14.40,22.0,18.5,SAFE,3,,Situation maîtrisée
14.45,22.3,18.6,SAFE,3,,Situation maîtrisée
14.50,22.5,18.6,SAFE,3,,Situation maîtrisée
14.55,22.8,18.7,SAFE,3,,Situation maîtrisée
14.60,23.1,18.7,SAFE,3,,Situation maîtrisée
14.65,23.3,18.8,SAFE,3,,Situation maîtrisée
14.70,23.6,18.8,SAFE,3,,Situation maîtrisée
14.75,23.9,18.9,SAFE,3,,Situation maîtrisée
14.80,24.1,18.9,SAFE,3,,Situation maîtrisée
14.85,24.4,19.0,SAFE,3,,Situation maîtrisée
14.90,24.6,19.0,SAFE,3,,Situation maîtrisée
14.95,24.9,19.1,SAFE,3,,Situation maîtrisée
15.00,25.2,19.1,SAFE,3,,Situation maîtrisée
15.05,25.4,19.2,SAFE,3,,Situation maîtrisée
15.10,25.7,19.1,CRITICAL,3,,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.15,26.0,19.2,CRITICAL,3,,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.20,26.2,18.8,CRITICAL,3,,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.25,26.5,18.5,CRITICAL,3,,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.30,26.7,13.7,CRITICAL,3,,FREINEZ de 14 km/h  (14 -> 0 km/h)
15.35,26.9,8.9,CRITICAL,3,,FREINEZ de 9 km/h  (9 -> 0 km/h)
15.40,26.9,4.1,CRITICAL,3,,FREINEZ de 4 km/h  (4 -> 0 km/h)
15.45,27.0,0.0,SAFE,3,,Situation maîtrisée
15.50,27.0,0.0,SAFE,3,,Situation maîtrisée
15.55,27.0,0.0,SAFE,3,,Situation maîtrisée
15.60,27.0,0.8,CRITICAL,3,,Vigilance — situation à la limite
15.65,27.0,0.0,SAFE,3,,Situation maîtrisée
15.70,27.0,0.3,SAFE,3,,Situation maîtrisée
15.75,27.0,0.7,CRITICAL,3,,Vigilance — situation à la limite
15.80,27.0,0.0,SAFE,3,,Situation maîtrisée
15.85,27.0,0.3,SAFE,3,,Situation maîtrisée
15.90,27.0,0.5,SAFE,3,,Situation maîtrisée
15.95,27.0,1.2,CRITICAL,3,,Vigilance — situation à la limite
16.00,27.0,0.0,SAFE,3,,Situation maîtrisée
16.05,27.0,0.4,SAFE,3,,Situation maîtrisée
16.10,27.0,0.6,CRITICAL,3,,Vigilance — situation à la limite
16.15,27.0,0.0,CRITICAL,3,,Vigilance — situation à la limite
16.20,27.0,0.0,SAFE,3,,Situation maîtrisée
16.25,27.0,0.0,SAFE,3,,Situation maîtrisée
16.30,27.0,0.3,CRITICAL,3,,Vigilance — situation à la limite
16.35,27.0,0.0,SAFE,3,,Situation maîtrisée
16.40,27.0,0.3,CRITICAL,3,,Vigilance — situation à la limite
16.45,27.0,0.0,SAFE,3,,Situation maîtrisée
16.50,27.0,0.3,CRITICAL,3,,Vigilance — situation à la limite
16.55,27.0,0.0,SAFE,3,,Situation maîtrisée
16.60,27.0,0.3,CRITICAL,3,,Vigilance — situation à la limite
16.65,27.0,0.0,SAFE,3,,Situation maîtrisée
16.70,27.0,0.3,SAFE,3,,Situation maîtrisée
16.75,27.0,0.1,SAFE,3,,Situation maîtrisée
16.80,27.0,0.6,CRITICAL,3,,Vigilance — situation à la limite
16.85,27.0,0.0,SAFE,3,,Situation maîtrisée
16.90,27.0,0.4,SAFE,3,,Situation maîtrisée
16.95,27.0,0.5,SAFE,3,,Situation maîtrisée
17.00,27.0,0.7,CRITICAL,3,,Vigilance — situation à la limite
17.05,27.0,0.0,SAFE,3,,Situation maîtrisée
17.10,27.0,0.4,SAFE,3,,Situation maîtrisée
17.15,27.0,0.8,CRITICAL,3,,Vigilance — situation à la limite
17.20,27.0,0.0,SAFE,3,,Situation maîtrisée
17.25,27.0,0.4,SAFE,3,,Situation maîtrisée
17.30,27.1,0.7,CRITICAL,3,,Vigilance — situation à la limite
17.35,27.1,0.0,SAFE,3,,Situation maîtrisée
17.40,27.1,0.4,SAFE,3,,Situation maîtrisée
17.45,27.1,0.6,CRITICAL,3,,Vigilance — situation à la limite
17.50,27.1,0.0,SAFE,3,,Situation maîtrisée
17.55,27.1,0.4,SAFE,3,,Situation maîtrisée
17.60,27.1,0.6,CRITICAL,3,,Vigilance — situation à la limite
17.65,27.1,0.0,SAFE,3,,Situation maîtrisée
17.70,27.1,0.4,SAFE,3,,Situation maîtrisée
17.75,27.1,0.6,SAFE,3,,Situation maîtrisée
17.80,27.1,1.2,CRITICAL,3,,Vigilance — situation à la limite
17.85,27.1,0.0,SAFE,3,,Situation maîtrisée
17.90,27.1,0.4,SAFE,3,,Situation maîtrisée
17.95,27.1,0.6,SAFE,3,,Situation maîtrisée
18.00,27.1,1.2,CRITICAL,3,,Vigilance — situation à la limite
18.05,27.1,0.0,SAFE,3,,Situation maîtrisée
18.10,27.1,0.4,SAFE,3,,Situation maîtrisée
18.15,27.1,0.8,CRITICAL,3,,Vigilance — situation à la limite
18.20,27.1,0.0,SAFE,3,,Situation maîtrisée
18.25,27.1,0.4,SAFE,3,,Situation maîtrisée
18.30,27.1,0.6,SAFE,3,,Situation maîtrisée
18.35,27.1,1.1,CRITICAL,3,,Vigilance — situation à la limite
18.40,27.2,0.0,SAFE,3,,Situation maîtrisée
18.45,27.2,0.4,SAFE,3,,Situation maîtrisée
18.50,27.2,0.7,SAFE,3,,Situation maîtrisée
18.55,27.2,1.3,CRITICAL,3,,Vigilance — situation à la limite
18.60,27.2,0.0,SAFE,3,,Situation maîtrisée
18.65,27.2,0.4,SAFE,3,,Situation maîtrisée
18.70,27.2,0.7,SAFE,3,,Situation maîtrisée
18.75,27.2,1.2,SAFE,3,,Situation maîtrisée
18.80,27.2,1.9,CRITICAL,3,,Vigilance — situation à la limite
18.85,27.2,0.0,SAFE,3,,Situation maîtrisée
18.90,27.2,0.4,SAFE,3,,Situation maîtrisée
18.95,27.2,0.8,SAFE,3,,Situation maîtrisée
19.00,27.3,1.4,CRITICAL,3,,Vigilance — situation à la limite
19.05,27.3,0.0,SAFE,3,,Situation maîtrisée
19.10,27.3,0.4,SAFE,3,,Situation maîtrisée
19.15,27.3,0.8,SAFE,3,,Situation maîtrisée
19.20,27.3,1.4,CRITICAL,2,,Vigilance — situation à la limite
19.25,27.3,0.0,SAFE,2,,Situation maîtrisée
19.30,27.3,0.4,SAFE,2,,Situation maîtrisée
19.35,27.3,0.7,CRITICAL,2,,Vigilance — situation à la limite
19.40,27.3,0.0,SAFE,2,,Situation maîtrisée
19.45,27.3,0.4,SAFE,2,,Situation maîtrisée
19.50,27.3,0.7,CRITICAL,2,,Vigilance — situation à la limite
19.55,27.3,0.0,SAFE,3,,Situation maîtrisée
19.60,27.3,0.4,SAFE,3,,Situation maîtrisée
19.65,27.3,0.7,SAFE,3,,Situation maîtrisée
19.70,27.3,1.0,CRITICAL,3,,Vigilance — situation à la limite
19.75,27.3,0.0,SAFE,3,,Situation maîtrisée
19.80,27.3,0.4,SAFE,3,,Situation maîtrisée
19.85,27.3,0.6,SAFE,3,,Situation maîtrisée
19.90,27.4,1.1,CRITICAL,3,,Vigilance — situation à la limite
19.95,27.4,0.0,SAFE,3,,Situation maîtrisée
20.00,27.4,0.4,SAFE,3,,Situation maîtrisée
20.05,27.4,0.9,CRITICAL,3,,Vigilance — situation à la limite
20.10,27.4,0.0,SAFE,3,,Situation maîtrisée
20.15,27.4,0.4,SAFE,3,,Situation maîtrisée
20.20,27.4,0.8,SAFE,3,,Situation maîtrisée
20.25,27.4,1.2,CRITICAL,3,,Vigilance — situation à la limite
20.30,27.4,0.0,SAFE,3,,Situation maîtrisée
20.35,27.4,0.4,SAFE,3,,Situation maîtrisée
20.40,27.4,0.8,SAFE,3,,Situation maîtrisée
20.45,27.4,1.3,CRITICAL,3,,Vigilance — situation à la limite
20.50,27.4,0.0,SAFE,3,,Situation maîtrisée
20.55,27.4,0.4,SAFE,3,,Situation maîtrisée
20.60,27.4,0.7,SAFE,3,,Situation maîtrisée
20.65,27.4,1.3,CRITICAL,3,,Vigilance — situation à la limite
20.70,27.4,0.0,SAFE,3,,Situation maîtrisée
20.75,27.4,0.4,SAFE,3,,Situation maîtrisée
20.80,27.5,0.6,SAFE,3,,Situation maîtrisée
20.85,27.5,1.4,SAFE,3,,Situation maîtrisée
20.90,27.5,1.9,SAFE,3,,Situation maîtrisée
20.95,27.5,2.4,SAFE,3,,Situation maîtrisée
21.00,27.6,3.1,SAFE,3,,Situation maîtrisée
21.05,27.6,3.9,SAFE,3,,Situation maîtrisée
21.10,27.7,4.5,SAFE,3,,Situation maîtrisée
21.15,27.7,5.2,SAFE,3,,Situation maîtrisée
21.20,27.8,6.0,SAFE,3,,Situation maîtrisée
21.25,27.9,6.6,SAFE,3,,Situation maîtrisée
21.30,28.0,7.4,SAFE,3,,Situation maîtrisée
21.35,28.1,7.9,SAFE,3,,Situation maîtrisée
21.40,28.2,8.7,SAFE,3,,Situation maîtrisée
21.45,28.4,9.3,SAFE,3,,Situation maîtrisée
21.50,28.5,10.0,SAFE,3,,Situation maîtrisée
21.55,28.6,10.6,SAFE,3,,Situation maîtrisée
21.60,28.8,11.3,SAFE,3,,Situation maîtrisée
21.65,28.9,11.9,SAFE,3,,Situation maîtrisée
21.70,29.1,12.6,SAFE,3,,Situation maîtrisée
21.75,29.3,13.3,SAFE,3,,Situation maîtrisée
