t,distance_parcourue_m,vitesse_kmh,niveau,n_agents_percus,recommandation
1.70,5.0,16.5,SAFE,4,Situation maîtrisée
1.75,5.3,16.8,SAFE,4,Situation maîtrisée
1.80,5.5,17.2,SAFE,4,Situation maîtrisée
1.85,5.7,17.5,SAFE,4,Situation maîtrisée
1.90,6.0,17.8,SAFE,3,Situation maîtrisée
1.95,6.2,18.1,SAFE,3,Situation maîtrisée
2.00,6.5,18.3,SAFE,3,Situation maîtrisée
2.05,6.8,18.1,SAFE,3,Situation maîtrisée
2.10,7.0,18.4,SAFE,3,Situation maîtrisée
2.15,7.3,18.1,SAFE,3,Situation maîtrisée
2.20,7.5,18.2,SAFE,3,Situation maîtrisée
2.25,7.8,18.3,SAFE,3,Situation maîtrisée
2.30,8.0,18.3,SAFE,3,Situation maîtrisée
2.35,8.3,18.1,SAFE,3,Situation maîtrisée
2.40,8.5,18.1,SAFE,3,Situation maîtrisée
2.45,8.8,18.0,SAFE,3,Situation maîtrisée
2.50,9.0,18.8,SAFE,3,Situation maîtrisée
2.55,9.3,18.5,SAFE,3,Situation maîtrisée
2.60,9.5,18.5,SAFE,3,Situation maîtrisée
2.65,9.8,18.4,SAFE,3,Situation maîtrisée
2.70,10.1,18.4,SAFE,3,Situation maîtrisée
2.75,10.3,18.3,SAFE,3,Situation maîtrisée
2.80,10.6,18.4,SAFE,3,Situation maîtrisée
2.85,10.8,18.2,SAFE,3,Situation maîtrisée
2.90,11.1,18.3,SAFE,2,Situation maîtrisée
2.95,11.3,18.2,SAFE,2,Situation maîtrisée
3.00,11.6,18.1,SAFE,2,Situation maîtrisée
3.05,11.8,18.1,SAFE,2,Situation maîtrisée
3.10,12.1,17.7,SAFE,2,Situation maîtrisée
3.15,12.3,17.1,SAFE,2,Situation maîtrisée
3.20,12.5,16.5,SAFE,3,Situation maîtrisée
3.25,12.8,16.1,SAFE,3,Situation maîtrisée
3.30,13.0,15.7,SAFE,4,Situation maîtrisée
3.35,13.2,15.3,SAFE,5,Situation maîtrisée
3.40,13.4,14.9,SAFE,5,Situation maîtrisée
3.45,13.6,14.5,SAFE,5,Situation maîtrisée
3.50,13.8,14.1,SAFE,5,Situation maîtrisée
3.55,14.0,13.8,SAFE,5,Situation maîtrisée
3.60,14.2,13.5,SAFE,5,Situation maîtrisée
3.65,14.4,13.2,SAFE,5,Situation maîtrisée
3.70,14.5,12.9,SAFE,5,Situation maîtrisée
3.75,14.7,12.7,SAFE,5,Situation maîtrisée
3.80,14.9,12.4,SAFE,5,Situation maîtrisée
3.85,15.0,12.2,SAFE,5,Situation maîtrisée
3.90,15.2,11.9,SAFE,5,Situation maîtrisée
3.95,15.4,11.7,SAFE,5,Situation maîtrisée
4.00,15.5,11.4,SAFE,5,Situation maîtrisée
4.05,15.7,11.2,SAFE,5,Situation maîtrisée
4.10,15.8,11.0,SAFE,5,Situation maîtrisée
4.15,16.0,10.8,SAFE,5,Situation maîtrisée
4.20,16.1,10.5,SAFE,5,Situation maîtrisée
4.25,16.3,10.3,SAFE,5,Situation maîtrisée
4.30,16.4,10.1,SAFE,5,Situation maîtrisée
4.35,16.6,9.9,SAFE,6,Situation maîtrisée
4.40,16.7,9.7,SAFE,6,Situation maîtrisée
4.45,16.8,9.7,SAFE,6,Situation maîtrisée
4.50,16.9,9.6,SAFE,5,Situation maîtrisée
4.55,17.1,9.6,SAFE,5,Situation maîtrisée
4.60,17.2,9.6,SAFE,5,Situation maîtrisée
4.65,17.3,9.6,SAFE,5,Situation maîtrisée
4.70,17.5,9.7,SAFE,5,Situation maîtrisée
4.75,17.6,9.6,SAFE,5,Situation maîtrisée
4.80,17.7,9.5,SAFE,5,Situation maîtrisée
4.85,17.9,9.3,SAFE,4,Situation maîtrisée
4.90,18.0,9.0,SAFE,4,Situation maîtrisée
4.95,18.1,8.9,SAFE,3,Situation maîtrisée
5.00,18.2,8.9,SAFE,3,Situation maîtrisée
5.05,18.3,9.0,WATCH,3,Ralentissez de 2 km/h  (9 -> 7 km/h)
5.10,18.4,8.3,WATCH,4,Ralentissez de 2 km/h  (8 -> 6 km/h)
5.15,18.5,7.7,SAFE,4,Situation maîtrisée
5.20,18.6,7.6,SAFE,4,Situation maîtrisée
5.25,18.7,7.9,SAFE,4,Situation maîtrisée
5.30,18.8,8.0,SAFE,4,Situation maîtrisée
5.35,18.9,8.3,SAFE,4,Situation maîtrisée
5.40,19.1,8.5,SAFE,4,Situation maîtrisée
5.45,19.2,8.8,SAFE,4,Situation maîtrisée
5.50,19.3,8.9,SAFE,4,Situation maîtrisée
5.55,19.4,9.1,SAFE,4,Situation maîtrisée
5.60,19.5,9.2,SAFE,4,Situation maîtrisée
5.65,19.6,9.4,SAFE,4,Situation maîtrisée
5.70,19.8,9.5,SAFE,4,Situation maîtrisée
5.75,19.9,9.6,SAFE,4,Situation maîtrisée
5.80,20.0,9.7,SAFE,4,Situation maîtrisée
5.85,20.2,9.8,SAFE,4,Situation maîtrisée
5.90,20.3,9.8,SAFE,4,Situation maîtrisée
5.95,20.4,9.9,SAFE,4,Situation maîtrisée
6.00,20.6,9.9,SAFE,4,Situation maîtrisée
6.05,20.7,10.0,SAFE,5,Situation maîtrisée
6.10,20.8,10.0,SAFE,5,Situation maîtrisée
6.15,21.0,10.0,SAFE,5,Situation maîtrisée
6.20,21.1,10.0,SAFE,5,Situation maîtrisée
6.25,21.2,10.0,SAFE,4,Situation maîtrisée
6.30,21.4,10.0,SAFE,3,Situation maîtrisée
6.35,21.5,10.1,SAFE,3,Situation maîtrisée
6.40,21.6,10.0,SAFE,3,Situation maîtrisée
6.45,21.8,10.1,SAFE,2,Situation maîtrisée
6.50,21.9,10.0,SAFE,2,Situation maîtrisée
6.55,22.0,10.1,SAFE,2,Situation maîtrisée
6.60,22.2,10.0,SAFE,2,Situation maîtrisée
6.65,22.3,10.1,SAFE,2,Situation maîtrisée
6.70,22.5,10.0,SAFE,3,Situation maîtrisée
6.75,22.6,10.1,SAFE,3,Situation maîtrisée
6.80,22.7,10.0,SAFE,3,Situation maîtrisée
6.85,22.9,10.1,SAFE,3,Situation maîtrisée
6.90,23.0,10.0,SAFE,3,Situation maîtrisée
6.95,23.1,10.0,SAFE,3,Situation maîtrisée
7.00,23.3,10.0,SAFE,3,Situation maîtrisée
7.05,23.4,10.0,SAFE,3,Situation maîtrisée
7.10,23.6,10.0,SAFE,4,Situation maîtrisée
7.15,23.7,10.0,SAFE,3,Situation maîtrisée
7.20,23.8,10.0,SAFE,3,Situation maîtrisée
7.25,24.0,10.0,SAFE,3,Situation maîtrisée
7.30,24.1,10.0,SAFE,3,Situation maîtrisée
7.35,24.2,10.0,SAFE,3,Situation maîtrisée
7.40,24.4,10.0,SAFE,3,Situation maîtrisée
7.45,24.5,10.0,SAFE,3,Situation maîtrisée
7.50,24.7,10.0,SAFE,3,Situation maîtrisée
7.55,24.8,10.0,SAFE,3,Situation maîtrisée
7.60,24.9,10.0,SAFE,3,Situation maîtrisée
7.65,25.1,10.1,SAFE,3,Situation maîtrisée
7.70,25.2,10.1,SAFE,3,Situation maîtrisée
7.75,25.4,10.3,SAFE,3,Situation maîtrisée
7.80,25.5,10.4,SAFE,3,Situation maîtrisée
7.85,25.6,10.6,SAFE,3,Situation maîtrisée
7.90,25.8,10.8,SAFE,3,Situation maîtrisée
7.95,25.9,11.0,SAFE,3,Situation maîtrisée
8.00,26.1,11.2,SAFE,3,Situation maîtrisée
8.05,26.3,11.4,SAFE,3,Situation maîtrisée
8.10,26.4,11.7,SAFE,3,Situation maîtrisée
8.15,26.6,11.9,SAFE,3,Situation maîtrisée
8.20,26.7,12.2,SAFE,3,Situation maîtrisée
8.25,26.9,12.4,SAFE,3,Situation maîtrisée
8.30,27.1,12.7,SAFE,3,Situation maîtrisée
8.35,27.3,12.9,SAFE,3,Situation maîtrisée
8.40,27.4,13.2,SAFE,3,Situation maîtrisée
8.45,27.6,13.5,SAFE,3,Situation maîtrisée
8.50,27.8,13.7,SAFE,3,Situation maîtrisée
8.55,28.0,14.0,CRITICAL,3,FREINEZ de 11 km/h  (14 -> 3 km/h)
8.60,28.2,14.1,CRITICAL,3,FREINEZ de 11 km/h  (14 -> 4 km/h)
8.65,28.4,13.8,CRITICAL,3,FREINEZ de 3 km/h  (14 -> 11 km/h)
8.70,28.6,13.2,SAFE,3,Situation maîtrisée
8.75,28.8,12.7,SAFE,3,Situation maîtrisée
8.80,28.9,12.6,SAFE,3,Situation maîtrisée
8.85,29.1,12.8,SAFE,3,Situation maîtrisée
8.90,29.3,13.0,SAFE,3,Situation maîtrisée
8.95,29.5,13.4,SAFE,3,Situation maîtrisée
9.00,29.7,13.7,SAFE,3,Situation maîtrisée
9.05,29.9,14.1,SAFE,3,Situation maîtrisée
9.10,30.1,14.5,SAFE,3,Situation maîtrisée
9.15,30.3,14.9,SAFE,3,Situation maîtrisée
9.20,30.5,15.2,SAFE,3,Situation maîtrisée
9.25,30.7,15.6,SAFE,3,Situation maîtrisée
9.30,30.9,15.9,SAFE,3,Situation maîtrisée
9.35,31.1,16.3,SAFE,3,Situation maîtrisée
9.40,31.4,16.6,SAFE,3,Situation maîtrisée
9.45,31.6,16.9,SAFE,3,Situation maîtrisée
9.50,31.8,17.1,SAFE,3,Situation maîtrisée
9.55,32.1,17.4,SAFE,3,Situation maîtrisée
9.60,32.3,17.7,SAFE,3,Situation maîtrisée
9.65,32.6,17.9,SAFE,2,Situation maîtrisée
9.70,32.8,18.2,SAFE,2,Situation maîtrisée
9.75,33.1,18.3,SAFE,2,Situation maîtrisée
9.80,33.3,18.2,SAFE,2,Situation maîtrisée
9.85,33.6,18.1,SAFE,2,Situation maîtrisée
9.90,33.8,18.3,SAFE,2,Situation maîtrisée
9.95,34.1,18.1,SAFE,1,Situation maîtrisée
10.00,34.3,18.3,SAFE,1,Situation maîtrisée
10.05,34.6,18.3,SAFE,1,Situation maîtrisée
10.10,34.8,18.1,SAFE,1,Situation maîtrisée
10.15,35.1,18.1,SAFE,1,Situation maîtrisée
10.20,35.3,18.6,SAFE,0,Voie libre
10.25,35.6,18.5,SAFE,0,Voie libre
10.30,35.9,18.3,SAFE,0,Voie libre
10.35,36.1,18.3,SAFE,0,Voie libre
10.40,36.4,18.2,SAFE,0,Voie libre
10.45,36.6,18.2,SAFE,0,Voie libre
10.50,36.9,18.1,SAFE,0,Voie libre
10.55,37.1,18.2,SAFE,0,Voie libre
10.60,37.4,18.1,SAFE,0,Voie libre
10.65,37.6,18.2,SAFE,0,Voie libre
10.70,37.9,18.2,SAFE,0,Voie libre
10.75,38.1,18.3,SAFE,0,Voie libre
10.80,38.4,18.2,SAFE,0,Voie libre
10.85,38.6,18.3,SAFE,0,Voie libre
10.90,38.9,18.3,SAFE,0,Voie libre
10.95,39.2,18.4,SAFE,0,Voie libre
11.00,39.4,18.3,SAFE,0,Voie libre
11.05,39.7,18.5,SAFE,0,Voie libre
11.10,39.9,18.4,SAFE,0,Voie libre
11.15,40.2,18.5,SAFE,0,Voie libre
11.20,40.4,18.4,SAFE,0,Voie libre
11.25,40.7,18.5,SAFE,0,Voie libre
11.30,40.9,18.5,SAFE,0,Voie libre
11.35,41.2,18.6,SAFE,0,Voie libre
11.40,41.5,18.5,SAFE,0,Voie libre
11.45,41.7,18.6,SAFE,0,Voie libre
11.50,42.0,18.5,SAFE,0,Voie libre
11.55,42.2,18.6,SAFE,0,Voie libre
11.60,42.5,18.6,SAFE,0,Voie libre
11.65,42.8,18.7,SAFE,0,Voie libre
11.70,43.0,18.6,SAFE,0,Voie libre
11.75,43.3,18.7,SAFE,0,Voie libre
11.80,43.5,18.6,SAFE,0,Voie libre
11.85,43.8,18.7,SAFE,0,Voie libre
11.90,44.0,18.7,SAFE,0,Voie libre
11.95,44.3,18.8,SAFE,0,Voie libre
12.00,44.6,18.7,SAFE,0,Voie libre
12.05,44.8,18.8,SAFE,0,Voie libre
12.10,45.1,18.7,SAFE,0,Voie libre
12.15,45.3,18.8,SAFE,0,Voie libre
12.20,45.6,18.7,SAFE,0,Voie libre
12.25,45.9,18.8,SAFE,0,Voie libre
12.30,46.1,18.7,SAFE,0,Voie libre
12.35,46.4,18.8,SAFE,0,Voie libre
12.40,46.7,18.8,SAFE,0,Voie libre
12.45,46.9,18.9,SAFE,0,Voie libre
12.50,47.2,18.8,SAFE,0,Voie libre
12.55,47.4,18.9,SAFE,0,Voie libre
12.60,47.7,18.8,SAFE,0,Voie libre
12.65,48.0,18.9,SAFE,0,Voie libre
12.70,48.2,18.8,SAFE,0,Voie libre
12.75,48.5,18.9,SAFE,0,Voie libre
12.80,48.7,18.8,SAFE,0,Voie libre
12.85,49.0,18.9,SAFE,0,Voie libre
12.90,49.3,18.8,SAFE,0,Voie libre
12.95,49.5,18.9,SAFE,0,Voie libre
13.00,49.8,18.9,SAFE,0,Voie libre
13.05,50.1,18.9,SAFE,0,Voie libre
13.10,50.3,18.9,SAFE,0,Voie libre
13.15,50.6,19.0,SAFE,0,Voie libre
13.20,50.8,18.9,SAFE,0,Voie libre
13.25,51.1,19.0,SAFE,0,Voie libre
13.30,51.4,18.9,SAFE,0,Voie libre
13.35,51.6,19.0,SAFE,0,Voie libre
13.40,51.9,18.9,SAFE,0,Voie libre
13.45,52.2,19.0,SAFE,0,Voie libre
13.50,52.4,18.9,SAFE,0,Voie libre
13.55,52.7,19.0,SAFE,0,Voie libre
13.60,53.0,18.9,SAFE,0,Voie libre
13.65,53.2,19.0,SAFE,0,Voie libre
13.70,53.5,18.9,SAFE,0,Voie libre
13.75,53.7,19.0,SAFE,0,Voie libre
13.80,54.0,18.9,SAFE,0,Voie libre
13.85,54.3,19.0,SAFE,0,Voie libre
13.90,54.5,18.9,SAFE,0,Voie libre
13.95,54.8,19.0,SAFE,0,Voie libre
14.00,55.1,18.9,SAFE,0,Voie libre
14.05,55.3,19.0,SAFE,0,Voie libre
14.10,55.6,18.9,SAFE,0,Voie libre
14.15,55.9,19.0,SAFE,0,Voie libre
14.20,56.1,18.9,SAFE,0,Voie libre
14.25,56.4,19.0,SAFE,0,Voie libre
14.30,56.6,19.0,SAFE,0,Voie libre
14.35,56.9,19.0,SAFE,0,Voie libre
14.40,57.2,19.0,SAFE,0,Voie libre
14.45,57.4,19.0,SAFE,0,Voie libre
14.50,57.7,19.0,SAFE,0,Voie libre
14.55,58.0,19.1,SAFE,0,Voie libre
14.60,58.2,19.0,SAFE,0,Voie libre
14.65,58.5,19.1,SAFE,0,Voie libre
14.70,58.8,19.0,SAFE,0,Voie libre
14.75,59.0,19.1,SAFE,0,Voie libre
14.80,59.3,19.0,SAFE,0,Voie libre
14.85,59.5,19.1,SAFE,0,Voie libre
14.90,59.8,19.0,SAFE,0,Voie libre
14.95,60.1,19.1,SAFE,0,Voie libre
15.00,60.3,19.0,CRITICAL,1,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.05,60.6,19.0,CRITICAL,1,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.10,60.9,18.6,CRITICAL,1,FREINEZ de 19 km/h  (19 -> 0 km/h)
15.15,61.1,18.3,CRITICAL,1,FREINEZ de 18 km/h  (18 -> 0 km/h)
15.20,61.3,13.5,SAFE,1,Situation maîtrisée
15.25,61.5,8.6,CRITICAL,1,FREINEZ de 9 km/h  (9 -> 0 km/h)
15.30,61.6,3.8,CRITICAL,1,FREINEZ de 4 km/h  (4 -> 0 km/h)
15.35,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.40,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.45,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.50,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.55,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.60,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.65,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.70,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.75,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.80,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.85,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.90,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
15.95,61.6,0.0,SAFE,1,Situation maîtrisée
16.00,61.6,0.0,SAFE,1,Situation maîtrisée
16.05,61.6,0.0,CRITICAL,1,Vigilance — situation à la limite
16.10,61.6,0.0,SAFE,1,Situation maîtrisée
16.15,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.20,61.6,0.0,SAFE,1,Situation maîtrisée
16.25,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.30,61.6,0.0,SAFE,1,Situation maîtrisée
16.35,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.40,61.6,0.0,SAFE,1,Situation maîtrisée
16.45,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.50,61.6,0.0,SAFE,1,Situation maîtrisée
16.55,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.60,61.6,0.0,SAFE,1,Situation maîtrisée
16.65,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.70,61.6,0.0,SAFE,1,Situation maîtrisée
16.75,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.80,61.6,0.0,SAFE,1,Situation maîtrisée
16.85,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
16.90,61.6,0.0,SAFE,1,Situation maîtrisée
16.95,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
17.00,61.6,0.0,SAFE,1,Situation maîtrisée
17.05,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
17.10,61.6,0.0,SAFE,1,Situation maîtrisée
17.15,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
17.20,61.6,0.0,SAFE,1,Situation maîtrisée
17.25,61.6,0.3,CRITICAL,1,Vigilance — situation à la limite
17.30,61.6,0.0,SAFE,1,Situation maîtrisée
17.35,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
17.40,61.6,0.0,SAFE,2,Situation maîtrisée
17.45,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
17.50,61.6,0.0,SAFE,2,Situation maîtrisée
17.55,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
17.60,61.6,0.0,SAFE,2,Situation maîtrisée
17.65,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
17.70,61.6,0.0,SAFE,2,Situation maîtrisée
17.75,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
17.80,61.6,0.0,SAFE,2,Situation maîtrisée
17.85,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
17.90,61.6,0.0,SAFE,2,Situation maîtrisée
17.95,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.00,61.6,0.0,SAFE,2,Situation maîtrisée
18.05,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.10,61.6,0.0,SAFE,2,Situation maîtrisée
18.15,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.20,61.6,0.0,SAFE,2,Situation maîtrisée
18.25,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.30,61.6,0.0,SAFE,2,Situation maîtrisée
18.35,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.40,61.6,0.0,SAFE,2,Situation maîtrisée
18.45,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.50,61.6,0.0,SAFE,2,Situation maîtrisée
18.55,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.60,61.6,0.0,SAFE,2,Situation maîtrisée
18.65,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.70,61.6,0.0,SAFE,2,Situation maîtrisée
18.75,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.80,61.6,0.0,SAFE,2,Situation maîtrisée
18.85,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
18.90,61.6,0.0,SAFE,2,Situation maîtrisée
18.95,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.00,61.6,0.0,SAFE,2,Situation maîtrisée
19.05,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.10,61.6,0.0,SAFE,2,Situation maîtrisée
19.15,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.20,61.6,0.0,SAFE,2,Situation maîtrisée
19.25,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.30,61.6,0.0,SAFE,2,Situation maîtrisée
19.35,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.40,61.6,0.0,SAFE,2,Situation maîtrisée
19.45,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.50,61.6,0.0,SAFE,2,Situation maîtrisée
19.55,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.60,61.6,0.0,SAFE,2,Situation maîtrisée
19.65,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.70,61.6,0.0,SAFE,2,Situation maîtrisée
19.75,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.80,61.6,0.0,SAFE,2,Situation maîtrisée
19.85,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
19.90,61.6,0.0,SAFE,2,Situation maîtrisée
19.95,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.00,61.6,0.0,SAFE,2,Situation maîtrisée
20.05,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.10,61.6,0.0,SAFE,2,Situation maîtrisée
20.15,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.20,61.6,0.0,SAFE,2,Situation maîtrisée
20.25,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.30,61.6,0.0,SAFE,2,Situation maîtrisée
20.35,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.40,61.6,0.0,SAFE,2,Situation maîtrisée
20.45,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.50,61.6,0.0,SAFE,2,Situation maîtrisée
20.55,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.60,61.6,0.0,SAFE,2,Situation maîtrisée
20.65,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.70,61.6,0.0,SAFE,2,Situation maîtrisée
20.75,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.80,61.6,0.0,SAFE,2,Situation maîtrisée
20.85,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
20.90,61.6,0.0,SAFE,2,Situation maîtrisée
20.95,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
21.00,61.6,0.0,SAFE,2,Situation maîtrisée
21.05,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
21.10,61.6,0.0,SAFE,2,Situation maîtrisée
21.15,61.6,0.3,CRITICAL,2,Vigilance — situation à la limite
21.20,61.6,0.0,SAFE,3,Situation maîtrisée
21.25,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.30,61.6,0.0,SAFE,3,Situation maîtrisée
21.35,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.40,61.6,0.0,SAFE,3,Situation maîtrisée
21.45,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.50,61.6,0.0,SAFE,3,Situation maîtrisée
21.55,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.60,61.6,0.0,SAFE,3,Situation maîtrisée
21.65,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.70,61.6,0.0,SAFE,3,Situation maîtrisée
21.75,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.80,61.6,0.0,SAFE,3,Situation maîtrisée
21.85,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
21.90,61.6,0.0,SAFE,3,Situation maîtrisée
21.95,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.00,61.6,0.0,SAFE,3,Situation maîtrisée
22.05,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.10,61.6,0.0,SAFE,3,Situation maîtrisée
22.15,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.20,61.6,0.0,SAFE,3,Situation maîtrisée
22.25,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.30,61.6,0.0,SAFE,3,Situation maîtrisée
22.35,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.40,61.6,0.0,SAFE,3,Situation maîtrisée
22.45,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.50,61.6,0.0,SAFE,3,Situation maîtrisée
22.55,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.60,61.6,0.0,SAFE,3,Situation maîtrisée
22.65,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.70,61.6,0.0,SAFE,3,Situation maîtrisée
22.75,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.80,61.6,0.0,SAFE,3,Situation maîtrisée
22.85,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
22.90,61.6,0.0,SAFE,3,Situation maîtrisée
22.95,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
23.00,61.6,0.0,SAFE,3,Situation maîtrisée
23.05,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
23.10,61.6,0.0,SAFE,3,Situation maîtrisée
23.15,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
23.20,61.6,0.0,SAFE,3,Situation maîtrisée
23.25,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
23.30,61.6,0.0,SAFE,3,Situation maîtrisée
23.35,61.6,0.3,CRITICAL,3,Vigilance — situation à la limite
23.40,61.6,0.0,SAFE,3,Situation maîtrisée
23.45,61.7,0.3,CRITICAL,3,Vigilance — situation à la limite
23.50,61.7,0.0,SAFE,3,Situation maîtrisée
23.55,61.7,0.3,CRITICAL,3,Vigilance — situation à la limite
